name,wilayah,category
Universitas Muhammadiyah Prof. Dr. HAMKA (UHAMKA),None,universitas
Universitas MH Thamrin Jakarta (UMHT),None,universitas
Universitas Nahdlatul Ulama Indonesia (UNUSIA),None,universitas
Universitas Nasional (UNAS),None,universitas
Universitas Nusa Mandiri,None,universitas
Universitas Pancasila (UP),None,universitas
Universitas Paramadina (UPM),None,universitas
Universitas Persada Indonesia Yayasan Administrasi Indonesia (UPI Y.A.I),None,universitas
Universitas Pertamina,None,universitas
Universitas Prasetiya Mulya,None,universitas
Universitas Prof Dr Moestopo (Beragama) (UPDM),None,universitas
Universitas Respati Indonesia (URINDO),None,universitas
Universitas Sahid (USAHID),None,universitas
Universitas Saintek Muhammadiyah,None,universitas
Universitas Sampoerna,None,universitas
Universitas Satya Negara Indonesia (USNI),None,universitas
Universitas Satyagama (USG),None,universitas
Universitas Siber Asia (UNSIA),None,universitas
Universitas Surapati,None,universitas
Universitas Tama Jagakarsa (UTJ),None,universitas
Universitas Tanri Abeng (TAU),None,universitas
Universitas Tarumanagara (UNTAR),None,universitas
Universitas Teknologi Muhammadiyah Jakarta,None,universitas
Universitas Trilogi,None,universitas
Universitas Trisakti,None,universitas
Universitas Wiraswasta Indonesia,None,universitas
Universitas YARSI,None,universitas
Universitas Telkom Jakarta,None,universitas
Institut Bisnis dan Informatika Kosgoro 1957,None,universitas
Institut Bisnis dan Informatika Indonesia,None,universitas
Institut Bisnis Nusantara,None,universitas
Institut Ilmu Sosial dan Ilmu Politik Jakarta,None,universitas
Institut Ilmu Sosial dan Manajemen STIAMI,None,universitas
Institut Kalbis (KALBIS),None,universitas
Institut Kesenian Jakarta (IKJ),None,universitas
Institut Keuangan Perbankan dan Informatika Asia Perbanas (AFBI Institute Perbanas),None,universitas
Institut Sains dan Teknologi Al-Kamal (ISTA),None,universitas
Institut Sains dan Teknologi Nasional (ISTN),None,universitas
Institut Teknologi dan Bisnis BRI (BRI Institute ),None,universitas
Institut Teknologi dan Bisnis Kalbe (ITBK),None,universitas
Institut Teknologi Budi Utomo (ITBU),None,universitas
Institut Teknologi Kartika Candra (ITKC),None,universitas
Institut Transportasi dan Logistik Trisakti (ITL Trisakti),None,universitas
Indonesia International Institute for Life Sciences,None,universitas
ESMOD International Fashion Institutes & Universities,None,universitas
Institut teknologi telkom jakarta,None,universitas
Sekolah Tinggi Manajemen Pariwisata dan Logistik Lentera Mondial (Lemondial Business School),None,universitas
Sekolah Tinggi Ilmu Ekonomi Media Nusantara Citra,None,universitas
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Media Nusantara Citra,None,universitas
Sekolah Tinggi Agama Buddha Dutavira,None,universitas
Sekolah Tinggi Agama Buddha Maha Prajna,None,universitas
Sekolah Tinggi Agama Buddha Nalanda,None,universitas
Sekolah Tinggi Agama Islam Acprilesma Indonesia,None,universitas
Sekolah Tinggi Bahasa Asing IEC,None,universitas
Sekolah Tinggi Bahasa Asing Indonesia LPI,None,universitas
Sekolah Tinggi Bahasa Asing LIA,None,universitas
Sekolah Tinggi Bahasa Asing Pertiwi Indonesia,None,universitas
Sekolah Tinggi Filsafat Driyarkara,None,universitas
Sekolah Tinggi Filsafat Theologi,None,universitas
Sekolah Tinggi Hukum Indonesia,None,universitas
Sekolah Tinggi Ilmu Administrasi dan Sekretari ASMI,None,universitas
Sekolah Tinggi Ilmu Administrasi Kawula Indonesia,None,universitas
Sekolah Tinggi Ilmu Administrasi Yapann,None,universitas
Sekolah Tinggi Ilmu Administrasi YPIAMI,None,universitas
Sekolah Tinggi Ilmu Hukum LPIHM-IBLM,None,universitas
Sekolah Tinggi Ilmu Kesehatan Indonesia Maju,None,universitas
Sekolah Tinggi Ilmu Kesehatan Istara Nusantara,None,universitas
Sekolah Tinggi Ilmu Kesehatan Kesetiakawanan Sosial Indonesia,None,universitas
Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,None,universitas
Sekolah Tinggi Ilmu Kesehatan Mohammad Husni Thamrin,None,universitas
Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada,None,universitas
Sekolah Tinggi Ilmu Kesehatan Pamentas,None,universitas
Sekolah Tinggi Ilmu Kesehatan Saint Carolus,None,universitas
Sekolah Tinggi Ilmu Komputer Cipta Karya Informatika,None,universitas
Sekolah Tinggi Ilmu Komunikasi dan Sekretari TARAKANITA (d/h Aksek LPK Tarakanita) (STARKI),None,universitas
Sekolah Tinggi Ilmu Komunikasi Indonesia Maju,None,universitas
Sekolah Tinggi Ilmu Komunikasi Inter Studi,None,universitas
Sekolah Tinggi Ilmu Komunikasi LSPR,None,universitas
Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia,None,universitas
Sekolah Tinggi Ilmu Komunikasi YTKP,None,universitas
Sekolah Tinggi Ilmu Manajemen Kosgoro,None,universitas
Sekolah Tinggi Ilmu Manajemen LPMI,None,universitas
Sekolah Tinggi Ilmu Maritim AMI,None,universitas
Sekolah Tinggi Ilmu Pemerintahan Abdi Negara,None,universitas
Sekolah Tinggi Kedokteran YARSI Jakarta (sekarang Universitas YARSI ),None,universitas
Sekolah Tinggi Keuangan Niaga dan Negara Pembangunan,None,universitas
Sekolah Tinggi Manajemen Risiko Dan Asuransi (STIMRA),None,universitas
Sekolah Tinggi Manajemen Asuransi Trisakti,None,universitas
Sekolah Tinggi Manajemen dan Informatika Komputer Jayakarta,None,universitas
Sekolah Tinggi Manajemen IMMI,None,universitas
Sekolah Tinggi Manajemen IMNI,None,universitas
Sekolah Tinggi Manajemen Industri Indonesia,None,universitas
Sekolah Tinggi Manajemen IPMI,None,universitas
Sekolah Tinggi Manajemen Labora,None,universitas
Sekolah Tinggi Manajemen PPM,None,universitas
Sekolah Tinggi Manajemen Prasetiya Mulya,None,universitas
Sekolah Tinggi Manajemen Transpor Trisakti,None,universitas
Sekolah Tinggi Manajemen Transportasi Malahayati,None,universitas
Sekolah Tinggi Manajemen Yaksi,None,universitas
Sekolah Tinggi Pariwisata Sahid,None,universitas
Sekolah Tinggi Pariwisata Trisakti,None,universitas
Sekolah Tinggi Penerbangan Aviasi,None,universitas
Sekolah Tinggi Perpajakan Indonesia,None,universitas
Sekolah Tinggi Teknik Informatik Benarif Indonesia,None,universitas
Sekolah Tinggi Teknologi Informasi NIIT I-Tech Jakarta,None,universitas
Sekolah Tinggi Teknologi Jakarta,None,universitas
Sekolah Tinggi Teknik Jaya Mahadika,None,universitas
Sekolah Tinggi Teknik Sapta Taruna,None,universitas
Sekolah Tinggi Teknik-PLN,None,universitas
Sekolah Tinggi Teknologi 10 November,None,universitas
Sekolah Tinggi Teknologi Indonesia,None,universitas
Sekolah Tinggi Teknologi Kelautan Hatawana,None,universitas
Sekolah Tinggi Teologi Jakarta,None,universitas
Sekolah Tinggi Teologi Sunsugos,None,universitas
Sekolah Tinggi Theologi Jaffray Jakarta,None,universitas
STMIK Jakarta Institute of Technology,None,universitas
Politeknik Bisnis Indonesia,None,universitas
Politeknik Bisnis dan Pasar Modal,None,universitas
Politeknik Bunda Kandung,None,universitas
Politeknik Global Indonesia,None,universitas
Politeknik Karya Husada,None,universitas
Politeknik LP3I,None,universitas
Politeknik Manufaktur Astra,None,universitas
Politeknik Statistika STIS,None,universitas
Politeknik Swadharma Diarsipkan 2011-08-12 di Wayback Machine .,None,universitas
Politeknik Trisila Dharma,None,universitas
Politeknik Tugu Jakarta,None,universitas
Akademi Administrasi Keuangan Jakarta,None,universitas
Akademi Administrasi Kusuma Mandiri,None,universitas
Akademi Administrasi Pembangunan Indonesia,None,universitas
Akademi Akuntansi Artawiyata Indo-LPI,None,universitas
Akademi Akuntansi Bentara Indonesia,None,universitas
Akademi Akuntansi Borobudur,None,universitas
Akademi Akuntansi Jayabaya,None,universitas
Akademi Akuntansi Nasional,None,universitas
Akademi Akuntansi Paramita,None,universitas
Akademi Akuntansi Santa Ursula,None,universitas
Akademi Akuntansi Syafa'at Indonesia,None,universitas
Akademi Akuntansi YAI,None,universitas
Akademi Angutan Udara Niaga Trisakti (AAUN Trisakti),None,universitas
Akademi Asuransi Indonesia,None,universitas
Akademi Bahasa Asing Borobudur,None,universitas
Akademi Bahasa Asing BSI,None,universitas
Akademi Bahasa Asing Kusuma Mandiri,None,universitas
Akademi Bahasa Asing Indonesia LPI,None,universitas
Akademi Bahasa Asing Nasional,None,universitas
Akademi Bahasa Asing Prawira Marta,None,universitas
Akademi Bahasa Asing Saint Mary,None,universitas
Akademi Bahasa Asing Santa Ursula,None,universitas
Akademi Bahasa Asing Widuri Widyasastra,None,universitas
Akademi Bank Indonesia,None,universitas
Akademi Bisnis Indonesia,None,universitas
Akademi Kebidanan Al-Fathonah,None,universitas
Akademi Kebidanan Bhakti Pertiwi Indonesia,None,universitas
Akademi Kebidanan Istara Nusantara,None,universitas
Akademi Kebidanan Kartika Mitra Husada,None,universitas
Akademi Kebidanan Keris Husada,None,universitas
Akademi Kabidanan Kartini Jakarta,None,universitas
Akademi Kebidanan Mitra Persahabatan,None,universitas
Akademi Kebidanan Pelita Persada,None,universitas
Akademi Kebidanan Prestasi Agung,None,universitas
Akademi Kebidanan Sismadi,None,universitas
Akademi Kebidanan Suluh Bangsa,None,universitas
Akademi Kebidanan Widyakarsa,None,universitas
Akademi Kebidanan Yaspen Tugu Ibu,None,universitas
Akademi Kebidanan YPDR,None,universitas
Akademi Keperawatan Keris Husada,None,universitas
Akademi Keperawatan Rumah Sakit DGI Cikini,None,universitas
Akademi Keperawatan Rumah Sakit Jakarta,None,universitas
Akademi Keperawatan Rumah Sakit Husada,None,universitas
Akademi Keperawatan Syafaat Indonesia,None,universitas
Akademi Keuangan Dan Perbankan Borobudur,None,universitas
Akademi Keuangan Dan Perbankan LPI,None,universitas
Akademi Keuangan Dan Perbankan Patrisia,None,universitas
Akademi Keuangan Dan Perbankan Yapenanta,None,universitas
Akademi Keuangan Dan Perbankan YPK,None,universitas
Akademi Kimia Analis Caraka Nusantara,None,universitas
Akademi Komunikasi Bina Ekatama,None,universitas
Akademi Komunikasi Bina Sarana Informatika,None,universitas
Akademi Komunikasi Media Radio Dan TV,None,universitas
Akademi Komunikasi The Next Academy,None,universitas
Akademi Litigasi Indonesia Triguna,None,universitas
Akademi Manajemen Indonesia (AMIK),None,universitas
Akademi Manajemen Keuangan YP-IPPI,None,universitas
Akademi Manajemen Pemasaran Cavendish,None,universitas
Akademi Manajemen Perusahan Jayabaya,None,universitas
Akademi Manajemen YAPK,None,universitas
Akademi Manajemen YPPI,None,universitas
Akademi Maritim Djadajat,None,universitas
Akademi Maritim Nasional Jaya,None,universitas
Akademi Maritim Pembangunan,None,universitas
Akademi Pariwisata Bhakti Nusantara,None,universitas
Akademi Pariwisata Buana Wisata,None,universitas
Akademi Pariwisata Bunda Mulia,None,universitas
Akademi Pariwisata Gsp Internasional,None,universitas
Akademi Pariwisata Indonesia,None,universitas
Akademi Pariwisata Jakarta,None,universitas
Akademi Pariwisata Jakarta International Hotel,None,universitas
Akademi Pariwisata Krisanti Widya Mandiri,None,universitas
Akademi Pariwisata Matoa,None,universitas
Akademi Pariwisata Nasional,None,universitas
Akademi Pariwisata Nusantara Jaya,None,universitas
Akademi Pariwisata Paramitha,None,universitas
Akademi Pariwisata Patria Indonesia,None,universitas
Akademi Pariwisata Saint Mary,None,universitas
Akademi Pariwisata Pelita Harapan,None,universitas
Akademi Pariwisata Pertiwi,None,universitas
Akademi Pariwisata Tridaya Wisata,None,universitas
Akademi Pelayaran Niaga Indonesia,None,universitas
Akademi Perbankan Yuki,None,universitas
Akademi Pertamanan Interstudi,None,universitas
Akademi Sekretari Budi Luhur,None,universitas
Akademi Sekretari dan Manajemen BSI,None,universitas
Akademi Sekretari dan Manajemen Dharma Budhi Bhakti,None,universitas
Akademi Sekretari dan Manajemen Don Bosco,None,universitas
Akademi Sekretari dan Manajemen Pitaloka,None,universitas
Akademi Sekretari dan Manajemen Purnama,None,universitas
Akademi Sekretari dan Manajemen Saint Mary,None,universitas
Akademi Sekretari dan Manjemen Santa Ursula,None,universitas
Akademi Sekretari Interstudi,None,universitas
Akademi Sekretari Jayabaya,None,universitas
Akademi Sekretari Regina Contesorum,None,universitas
Akademi Sekretari Saint Theresia,None,universitas
Akademi Sekretaris ISWI,None,universitas
Akademi Sekretaris LPK Tarakanita,None,universitas
Akademi Seni Rupa dan Desain Iswi,None,universitas
Akademi Theologia Amanat Penuaian Terakhir,None,universitas
Akademi Teknik Desain Interior,None,universitas
Akademi Teknik Informatika Tunas Bangsa,None,universitas
Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,None,universitas
Akademi Teknologi Grafika Indonesia,None,universitas
Akademi Teknologi Grafika Trisakti,None,universitas
Akademi Teknologi Komunikasi Dan Informatika,None,universitas
Akademi Telekomunikasi Indonesia Gemilang,None,universitas
Akademi Televisi Indonesia/ATVI Indosiar-SCTV,None,universitas
AMIK Jakarta Institut of Technology,None,universitas
